maker,genmodel,genmodel_ID,import_year,import_month,import_region,color,model_year,body_type,runned_miles,engine_size,gearbox_type,fuel_type,listed_price,seat_num,door_num,reg_city,title,sale_year,sale_month,sale_status,import_to_sale_months,electric_type,country_of_origin,date_of_import,date_of_sale
Hyundai,Santa Fe,36_20,2018,5,Korea,White,2016,SUV,11639,2.2,Manual,Diesel,21900,5,5,Hudaydah,clean,2019.0,3.0,sold,10.0,not_fully_electric,Korean,"May, 2018","March, 2019"
Hyundai,Tucson,36_24,2018,4,Korea,Black,2017,SUV,14267,2.0,Automatic,Diesel,21900,5,5,Aden,clean,2019.0,4.0,sold,12.0,not_fully_electric,Korean,"April, 2018","April, 2019"
Jeep,Grand Cherokee,40_4,2018,8,USA,White,2014,SUV,49237,3.0,Automatic,Diesel,20700,5,5,Hudaydah,body_damage,2021.0,9.0,sold,37.0,not_fully_electric,American,"August, 2018","September, 2021"
Kia,Sportage,43_13,2021,6,Korea,Blue,2019,SUV,13813,1.6,Manual,Petrol,21900,5,5,Aden,clean,2022.0,11.0,sold,17.0,not_fully_electric,Korean,"June, 2021","November, 2022"
Toyota,RAV4,92_34,2018,5,USA,Silver,2017,Estate,13167,2.5,Automatic,Petrol,20100,5,5,Sana'a,frame_damage,,,unsold,,not_fully_electric,Japanese,"May, 2018",
Toyota,Prius,92_30,2018,4,USA,White,2017,Hatchback,15411,1.8,Automatic,Hybrid  Petrol/Electric,21900,5,5,Hadhramout,body_damage,2019.0,10.0,sold,18.0,not_fully_electric,Japanese,"April, 2018","October, 2019"
Toyota,RAV4,92_34,2018,5,USA,Red,2016,SUV,15201,2.5,Automatic,Hybrid  Petrol/Electric,21900,5,5,Aden,body_damage,2019.0,3.0,sold,10.0,not_fully_electric,Japanese,"May, 2018","March, 2019"
Toyota,Hilux,92_19,2018,8,GCC,White,2015,Pickup,22838,3.0,Automatic,Diesel,21900,5,4,Hudaydah,clean,2019.0,2.0,sold,6.0,not_fully_electric,Japanese,"August, 2018","February, 2019"
Toyota,C-HR,92_8,2018,5,USA,Black,2017,SUV,10270,1.2,Manual,Petrol,21900,5,5,Hadhramout,body_damage,2019.0,11.0,sold,18.0,not_fully_electric,Japanese,"May, 2018","November, 2019"
Toyota,Hilux,92_19,2018,3,GCC,Blue,2014,Pickup,21000,3.0,Automatic,Diesel,21900,5,4,Hudaydah,body_damage,2019.0,6.0,sold,15.0,not_fully_electric,Japanese,"March, 2018","June, 2019"
Toyota,Hilux,92_19,2018,6,GCC,Black,2016,Pickup,18325,3.0,Manual,Diesel,21900,5,4,Sana'a,body_damage,2019.0,6.0,sold,12.0,not_fully_electric,Japanese,"June, 2018","June, 2019"
Toyota,Prius,92_30,2018,7,USA,Black,2017,Hatchback,19000,1.8,Automatic,Hybrid  Petrol/Electric,21900,4,5,Hadhramout,clean,2019.0,6.0,sold,11.0,not_fully_electric,Japanese,"July, 2018","June, 2019"
Toyota,Prius,92_30,2018,3,USA,White,2017,Hatchback,11609,1.8,Automatic,Hybrid  Petrol/Electric,21900,5,5,Hadhramout,body_damage,2019.0,7.0,sold,16.0,not_fully_electric,Japanese,"March, 2018","July, 2019"
Toyota,Prius,92_30,2018,6,USA,Black,2017,Hatchback,3187,1.8,Automatic,Hybrid  Petrol/Electric,23000,5,5,Sana'a,clean,2019.0,4.0,sold,10.0,not_fully_electric,Japanese,"June, 2018","April, 2019"
Toyota,RAV4,92_34,2018,4,USA,Blue,2016,SUV,22543,2.5,Automatic,Hybrid  Petrol/Electric,21900,5,5,Hudaydah,clean,2019.0,6.0,sold,14.0,not_fully_electric,Japanese,"April, 2018","June, 2019"
Toyota,C-HR,92_8,2018,5,USA,Black,2017,SUV,6307,1.8,Automatic,Hybrid  Petrol/Electric,23000,5,5,Hadhramout,clean,2019.0,12.0,sold,19.0,not_fully_electric,Japanese,"May, 2018","December, 2019"
Hyundai,Santa Fe,36_20,2018,8,Korea,White,2016,SUV,9498,2.2,Automatic,Diesel,23100,7,5,Hudaydah,body_damage,2019.0,4.0,sold,8.0,not_fully_electric,Korean,"August, 2018","April, 2019"
Hyundai,Santa Fe,36_20,2018,8,Korea,White,2016,SUV,12915,2.2,Manual,Diesel,21900,5,5,Hadhramout,clean,2019.0,10.0,sold,14.0,not_fully_electric,Korean,"August, 2018","October, 2019"
Hyundai,Santa Fe,36_20,2018,8,Korea,Blue,2016,SUV,9328,2.2,Manual,Diesel,23100,5,5,Aden,body_damage,2019.0,12.0,sold,16.0,not_fully_electric,Korean,"August, 2018","December, 2019"
Hyundai,Santa Fe,36_20,2018,6,Korea,Grey,2016,SUV,9313,2.2,Manual,Diesel,23100,5,5,Hadhramout,body_damage,2019.0,4.0,sold,10.0,not_fully_electric,Korean,"June, 2018","April, 2019"
Hyundai,Santa Fe,36_20,2018,8,Korea,Blue,2016,SUV,13985,2.2,Manual,Diesel,21900,5,5,Hadhramout,clean,2019.0,11.0,sold,15.0,not_fully_electric,Korean,"August, 2018","November, 2019"
Hyundai,Santa Fe,36_20,2018,8,Korea,White,2017,SUV,11544,2.2,Manual,Diesel,21900,5,5,Hudaydah,clean,2019.0,7.0,sold,11.0,not_fully_electric,Korean,"August, 2018","July, 2019"
Hyundai,Santa Fe,36_20,2018,8,Korea,Black,2017,SUV,15980,2.2,Manual,Diesel,21900,5,5,Hadhramout,body_damage,2019.0,12.0,sold,16.0,not_fully_electric,Korean,"August, 2018","December, 2019"
Toyota,Hilux,92_19,2018,7,GCC,Grey,2015,Pickup,33002,3.0,Manual,Diesel,20800,5,4,Aden,body_damage,2019.0,10.0,sold,15.0,not_fully_electric,Japanese,"July, 2018","October, 2019"
Toyota,Prius,92_30,2018,7,USA,Red,2016,Hatchback,7449,1.8,Automatic,Hybrid  Petrol/Electric,23100,5,5,Sana'a,clean,2019.0,2.0,sold,7.0,not_fully_electric,Japanese,"July, 2018","February, 2019"
Toyota,Prius,92_30,2018,7,USA,White,2017,Hatchback,4929,1.8,Automatic,Hybrid  Petrol/Electric,23100,5,5,Sana'a,clean,2019.0,4.0,sold,9.0,not_fully_electric,Japanese,"July, 2018","April, 2019"
Toyota,Prius,92_30,2018,4,USA,White,2017,Hatchback,5954,1.8,Automatic,Hybrid  Petrol/Electric,23100,5,5,Sana'a,body_damage,2019.0,4.0,sold,12.0,not_fully_electric,Japanese,"April, 2018","April, 2019"
Toyota,C-HR,92_8,2018,8,USA,White,2017,SUV,7791,1.2,Automatic,Petrol,23100,5,5,Sana'a,clean,2019.0,3.0,sold,7.0,not_fully_electric,Japanese,"August, 2018","March, 2019"
Toyota,Prius,92_30,2018,7,USA,White,2016,Hatchback,13967,1.8,Automatic,Hybrid  Petrol/Electric,21900,5,5,Sana'a,body_damage,2019.0,3.0,sold,8.0,not_fully_electric,Japanese,"July, 2018","March, 2019"
Toyota,C-HR,92_8,2018,4,USA,Black,2017,SUV,6169,1.2,Manual,Petrol,23100,5,5,Hadhramout,clean,2019.0,8.0,sold,16.0,not_fully_electric,Japanese,"April, 2018","August, 2019"
Toyota,C-HR,92_8,2018,6,USA,Black,2018,SUV,6500,1.2,Manual,Petrol,23100,5,5,Aden,body_damage,2019.0,9.0,sold,15.0,not_fully_electric,Japanese,"June, 2018","September, 2019"
Toyota,Prius+,92_31,2018,4,USA,Black,2015,MPV,38999,1.8,Automatic,Hybrid  Petrol/Electric,20800,7,5,Hadhramout,body_damage,2019.0,12.0,sold,20.0,not_fully_electric,Japanese,"April, 2018","December, 2019"
Toyota,C-HR,92_8,2018,5,USA,White,2017,SUV,8811,1.2,Manual,Petrol,23100,5,5,Sana'a,body_damage,2019.0,7.0,sold,14.0,not_fully_electric,Japanese,"May, 2018","July, 2019"
Toyota,Prius,92_30,2018,4,USA,Black,2016,Hatchback,9193,1.8,Automatic,Hybrid  Petrol/Electric,23100,5,5,Hudaydah,clean,2019.0,7.0,sold,15.0,not_fully_electric,Japanese,"April, 2018","July, 2019"
Toyota,Hilux,92_19,2018,1,GCC,Silver,2016,Pickup,55078,3.0,Automatic,Diesel,19600,5,4,Hadhramout,body_damage,2019.0,8.0,sold,19.0,not_fully_electric,Japanese,"January, 2018","August, 2019"
Toyota,Hilux,92_19,2018,8,GCC,Silver,2016,Pickup,12000,2.4,Manual,Diesel,21900,5,2,Hudaydah,body_damage,2019.0,12.0,sold,16.0,not_fully_electric,Japanese,"August, 2018","December, 2019"
Toyota,Prius+,92_31,2018,5,USA,Silver,2015,MPV,40781,1.8,Automatic,Hybrid  Petrol/Electric,20800,7,5,Hudaydah,body_damage,2019.0,1.0,sold,8.0,not_fully_electric,Japanese,"May, 2018","January, 2019"
Toyota,Prius,92_30,2018,4,USA,White,2017,Hatchback,15206,1.8,Automatic,Hybrid  Petrol/Electric,21900,5,5,Sana'a,body_damage,2019.0,1.0,sold,9.0,not_fully_electric,Japanese,"April, 2018","January, 2019"
Toyota,RAV4,92_34,2018,4,USA,Black,2015,SUV,11547,2.0,Automatic,Petrol,21900,5,5,Sana'a,body_damage,2019.0,10.0,sold,18.0,not_fully_electric,Japanese,"April, 2018","October, 2019"
Hyundai,Santa Fe,36_20,2018,5,Korea,White,2016,SUV,11722,2.2,Automatic,Diesel,19000,7,5,Sana'a,flood-damaged ,2019.0,8.0,sold,15.0,not_fully_electric,Korean,"May, 2018","August, 2019"
Hyundai,Santa Fe,36_20,2018,4,Korea,Silver,2017,SUV,13437,2.2,Manual,Diesel,22000,5,5,Hudaydah,body_damage,2019.0,12.0,sold,20.0,not_fully_electric,Korean,"April, 2018","December, 2019"
Porsche,Panamera,71_11,2018,2,USA,Black,2012,Hatchback,153000,3.0,Automatic,Diesel,17400,4,5,Sana'a,clean,2020.0,11.0,sold,33.0,not_fully_electric,European,"February, 2018","November, 2020"
Toyota,Prius,92_30,2018,3,USA,Silver,2017,Hatchback,2644,1.8,Automatic,Hybrid  Petrol/Electric,23200,5,5,Hudaydah,body_damage,2019.0,1.0,sold,10.0,not_fully_electric,Japanese,"March, 2018","January, 2019"
Toyota,Prius,92_30,2018,5,USA,Blue,2016,Hatchback,12980,1.8,Automatic,Hybrid  Petrol/Electric,22000,5,5,Sana'a,body_damage,2019.0,2.0,sold,9.0,not_fully_electric,Japanese,"May, 2018","February, 2019"
Hyundai,Tucson,36_24,2021,5,Korea,Red,2019,SUV,27108,1.6,Automatic,Petrol,22100,5,5,Hudaydah,body_damage,2022.0,9.0,sold,16.0,not_fully_electric,Korean,"May, 2021","September, 2022"
Hyundai,Tucson,36_24,2021,6,Korea,Black,2019,SUV,10500,1.6,Automatic,Petrol,22100,5,5,Sana'a,body_damage,2022.0,8.0,sold,14.0,not_fully_electric,Korean,"June, 2021","August, 2022"
Hyundai,Santa Fe,36_20,2018,5,Korea,White,2016,SUV,13940,2.2,Automatic,Diesel,22100,7,5,Hudaydah,body_damage,2019.0,1.0,sold,8.0,not_fully_electric,Korean,"May, 2018","January, 2019"
Toyota,RAV4,92_34,2018,4,USA,Brown,2016,Estate,36000,2.5,Automatic,Petrol,21000,5,5,Sana'a,body_damage,2019.0,6.0,sold,14.0,not_fully_electric,Japanese,"April, 2018","June, 2019"
Toyota,Prius,92_30,2018,4,USA,Red,2017,Hatchback,22000,1.8,Automatic,Hybrid  Petrol/Electric,22100,5,5,Aden,clean,2019.0,4.0,sold,12.0,not_fully_electric,Japanese,"April, 2018","April, 2019"
Hyundai,Santa Fe,36_20,2018,4,Korea,White,2016,SUV,17449,2.2,Automatic,Diesel,22200,7,5,Sana'a,body_damage,2019.0,12.0,sold,20.0,not_fully_electric,Korean,"April, 2018","December, 2019"
Hyundai,Santa Fe,36_20,2018,3,Korea,Red,2015,SUV,29580,2.2,Automatic,Diesel,22200,7,5,Aden,clean,2019.0,10.0,sold,19.0,not_fully_electric,Korean,"March, 2018","October, 2019"
Hyundai,Santa Fe,36_20,2018,8,Korea,White,2016,Estate,10845,2.2,Automatic,Diesel,22200,7,5,Hudaydah,body_damage,2019.0,3.0,sold,7.0,not_fully_electric,Korean,"August, 2018","March, 2019"
Kia,Sportage,43_13,2021,5,Korea,Black,2019,SUV,16868,1.6,Automatic,Petrol,22200,5,5,Hudaydah,clean,2022.0,1.0,sold,8.0,not_fully_electric,Korean,"May, 2021","January, 2022"
Kia,Sportage,43_13,2018,5,Korea,Grey,2017,SUV,9300,1.6,Automatic,Petrol,23400,5,5,Hadhramout,clean,2019.0,11.0,sold,18.0,not_fully_electric,Korean,"May, 2018","November, 2019"
Mercedes-Benz,E Class,59_20,2021,5,USA,Grey,2019,Estate,78816,2.0,Automatic,Diesel,18700,5,5,Sana'a,body_damage,2022.0,8.0,sold,15.0,not_fully_electric,European,"May, 2021","August, 2022"
Toyota,Prius+,92_31,2018,8,USA,Black,2014,MPV,26000,1.8,Automatic,Hybrid  Petrol/Electric,22200,7,5,Hudaydah,clean,2019.0,11.0,sold,15.0,not_fully_electric,Japanese,"August, 2018","November, 2019"
Toyota,Prius+,92_31,2018,5,USA,White,2016,MPV,24000,1.8,Automatic,Hybrid  Petrol/Electric,22200,7,5,Aden,clean,2019.0,5.0,sold,12.0,not_fully_electric,Japanese,"May, 2018","May, 2019"
Toyota,C-HR,92_8,2018,8,USA,Grey,2018,SUV,2317,1.2,Manual,Petrol,23400,5,5,Hadhramout,clean,2019.0,3.0,sold,7.0,not_fully_electric,Japanese,"August, 2018","March, 2019"
Toyota,RAV4,92_34,2018,5,USA,Blue,2016,SUV,23258,2.5,Automatic,Hybrid  Petrol/Electric,22200,5,5,Aden,clean,2019.0,10.0,sold,17.0,not_fully_electric,Japanese,"May, 2018","October, 2019"
Toyota,C-HR,92_8,2018,2,USA,Red,2017,SUV,5495,1.8,Automatic,Hybrid  Petrol/Electric,23400,5,5,Aden,clean,2019.0,9.0,sold,19.0,not_fully_electric,Japanese,"February, 2018","September, 2019"
Toyota,RAV4,92_34,2018,5,USA,Red,2016,SUV,21617,2.5,Automatic,Hybrid  Petrol/Electric,22200,5,5,Sana'a,clean,2019.0,7.0,sold,14.0,not_fully_electric,Japanese,"May, 2018","July, 2019"
Toyota,Prius,92_30,2018,5,USA,Silver,2016,Hatchback,17511,1.8,Automatic,Hybrid  Petrol/Electric,22200,5,5,Sana'a,clean,2019.0,7.0,sold,14.0,not_fully_electric,Japanese,"May, 2018","July, 2019"
Toyota,Prius,92_30,2018,5,USA,Blue,2017,Hatchback,8100,1.8,Automatic,Hybrid  Petrol/Electric,23400,5,5,Sana'a,clean,2019.0,5.0,sold,12.0,not_fully_electric,Japanese,"May, 2018","May, 2019"
Toyota,Hilux,92_19,2018,5,GCC,Blue,2016,Pickup,20283,3.0,Manual,Diesel,22200,5,4,Hudaydah,body_damage,2019.0,6.0,sold,13.0,not_fully_electric,Japanese,"May, 2018","June, 2019"
Toyota,Prius,92_30,2018,3,USA,Red,2017,Hatchback,12487,1.8,Automatic,Hybrid  Petrol/Electric,22200,5,5,Aden,body_damage,2019.0,1.0,sold,10.0,not_fully_electric,Japanese,"March, 2018","January, 2019"
Hyundai,Santa Fe,36_20,2018,5,Korea,White,2016,SUV,12818,2.2,Manual,Diesel,22300,5,5,Hadhramout,body_damage,2019.0,4.0,sold,11.0,not_fully_electric,Korean,"May, 2018","April, 2019"
Hyundai,Santa Fe,36_20,2018,8,Korea,Grey,2016,Estate,10322,2.2,Automatic,Diesel,22300,7,5,Aden,body_damage,2019.0,1.0,sold,5.0,not_fully_electric,Korean,"August, 2018","January, 2019"
Hyundai,Santa Fe,36_20,2018,8,Korea,Black,2016,SUV,15986,2.2,Automatic,Diesel,22300,7,5,Hudaydah,clean,2019.0,6.0,sold,10.0,not_fully_electric,Korean,"August, 2018","June, 2019"
Hyundai,Tucson,36_24,2021,5,Korea,Red,2019,SUV,16079,1.6,Automatic,Petrol,22300,5,5,Hadhramout,body_damage,2022.0,8.0,sold,15.0,not_fully_electric,Korean,"May, 2021","August, 2022"
Hyundai,Santa Fe,36_20,2018,6,Korea,White,2017,SUV,15674,2.2,Manual,Diesel,22300,5,5,Sana'a,clean,2019.0,9.0,sold,15.0,not_fully_electric,Korean,"June, 2018","September, 2019"
Hyundai,Tucson,36_24,2021,5,Korea,White,2019,SUV,15037,1.6,Automatic,Petrol,22300,5,5,Sana'a,clean,2022.0,4.0,sold,11.0,not_fully_electric,Korean,"May, 2021","April, 2022"
Hyundai,Santa Fe,36_20,2018,4,Korea,White,2016,SUV,17166,2.2,Automatic,Diesel,22300,7,5,Hudaydah,clean,2019.0,11.0,sold,19.0,not_fully_electric,Korean,"April, 2018","November, 2019"
Hyundai,Santa Fe,36_20,2018,4,Korea,White,2016,SUV,15652,2.2,Automatic,Diesel,22300,7,5,Sana'a,clean,2019.0,6.0,sold,14.0,not_fully_electric,Korean,"April, 2018","June, 2019"
Hyundai,Santa Fe,36_20,2018,6,Korea,Silver,2017,SUV,16828,2.2,Manual,Diesel,22300,5,5,Sana'a,body_damage,2019.0,12.0,sold,18.0,not_fully_electric,Korean,"June, 2018","December, 2019"
Hyundai,Santa Fe,36_20,2018,4,Korea,White,2016,SUV,16357,2.2,Automatic,Diesel,22300,7,5,Sana'a,clean,2019.0,9.0,sold,17.0,not_fully_electric,Korean,"April, 2018","September, 2019"
Infiniti,QX70,37_11,2018,5,USA,Grey,2015,SUV,27543,3.0,Automatic,Diesel,22300,5,5,Sana'a,body_damage,2019.0,5.0,sold,12.0,not_fully_electric,Japanese,"May, 2018","May, 2019"
Kia,Sportage,43_13,2021,6,Korea,White,2019,SUV,6743,1.6,Automatic,Diesel,21600,5,5,Hadhramout,frame_damage,,,unsold,,not_fully_electric,Korean,"June, 2021",
Kia,Sportage,43_13,2018,3,Korea,Green,2016,SUV,16237,2.0,Manual,Diesel,22300,5,5,Hadhramout,clean,2019.0,6.0,sold,15.0,not_fully_electric,Korean,"March, 2018","June, 2019"
Kia,Sportage,43_13,2018,4,Korea,Silver,2018,SUV,15205,2.0,Automatic,Diesel,22300,5,5,Sana'a,body_damage,2019.0,12.0,sold,20.0,not_fully_electric,Korean,"April, 2018","December, 2019"
Toyota,Hilux,92_19,2018,4,GCC,Black,2016,Pickup,23892,3.0,Automatic,Diesel,20500,5,4,Sana'a,frame_damage,,,unsold,,not_fully_electric,Japanese,"April, 2018",
Toyota,Hilux,92_19,2018,6,GCC,Green,2015,Pickup,20016,3.0,Manual,Diesel,22300,5,4,Hudaydah,clean,2019.0,5.0,sold,11.0,not_fully_electric,Japanese,"June, 2018","May, 2019"
Toyota,Prius,92_30,2018,4,USA,Red,2016,Hatchback,11197,1.8,Automatic,Hybrid  Petrol/Electric,22300,5,5,Hadhramout,body_damage,2019.0,3.0,sold,11.0,not_fully_electric,Japanese,"April, 2018","March, 2019"
Toyota,RAV4,92_34,2018,4,USA,Brown,2016,SUV,23074,2.5,Automatic,Hybrid  Petrol/Electric,22300,5,5,Hadhramout,body_damage,2019.0,9.0,sold,17.0,not_fully_electric,Japanese,"April, 2018","September, 2019"
Toyota,C-HR,92_8,2018,7,USA,Blue,2018,SUV,11500,1.2,Manual,Petrol,22300,5,5,Sana'a,clean,2019.0,3.0,sold,8.0,not_fully_electric,Japanese,"July, 2018","March, 2019"
Toyota,C-HR,92_8,2018,8,USA,Black,2017,SUV,10537,1.8,Automatic,Hybrid  Petrol/Electric,22300,5,5,Aden,clean,2019.0,2.0,sold,6.0,not_fully_electric,Japanese,"August, 2018","February, 2019"
Toyota,Hilux,92_19,2018,7,GCC,Black,2016,Pickup,17157,3.0,Automatic,Diesel,22300,5,4,Aden,clean,2019.0,10.0,sold,15.0,not_fully_electric,Japanese,"July, 2018","October, 2019"
Toyota,RAV4,92_34,2018,5,USA,Silver,2016,SUV,13900,2.0,Automatic,Petrol,22300,5,5,Hudaydah,body_damage,2019.0,3.0,sold,10.0,not_fully_electric,Japanese,"May, 2018","March, 2019"
Toyota,RAV4,92_34,2017,11,USA,Silver,2017,SUV,5680,2.0,Manual,Diesel,23500,5,5,Aden,body_damage,2018.0,1.0,sold,2.0,not_fully_electric,Japanese,"November, 2017","January, 2018"
Toyota,C-HR,92_8,2017,11,USA,Grey,2017,SUV,4710,1.8,Automatic,Hybrid  Petrol/Electric,23500,5,5,Aden,body_damage,2018.0,4.0,sold,5.0,not_fully_electric,Japanese,"November, 2017","April, 2018"
Toyota,Prius,92_30,2018,5,USA,Silver,2017,Hatchback,21840,1.8,Automatic,Hybrid  Petrol/Electric,22300,5,5,Aden,body_damage,2019.0,7.0,sold,14.0,not_fully_electric,Japanese,"May, 2018","July, 2019"
Toyota,Prius,92_30,2018,6,USA,Blue,2017,Hatchback,13727,1.8,Automatic,Hybrid  Petrol/Electric,22300,5,5,Hudaydah,clean,2019.0,6.0,sold,12.0,not_fully_electric,Japanese,"June, 2018","June, 2019"
Hyundai,Santa Fe,36_20,2018,7,Korea,White,2016,SUV,9845,2.2,Automatic,Diesel,23600,7,5,Sana'a,body_damage,2019.0,2.0,sold,7.0,not_fully_electric,Korean,"July, 2018","February, 2019"
Hyundai,Santa Fe,36_20,2018,7,Korea,White,2016,SUV,12079,2.2,Automatic,Diesel,22400,7,5,Aden,body_damage,2019.0,6.0,sold,11.0,not_fully_electric,Korean,"July, 2018","June, 2019"
Hyundai,Tucson,36_24,2021,5,Korea,Grey,2019,SUV,11000,1.6,Manual,Petrol,22400,5,5,Sana'a,clean,2022.0,10.0,sold,17.0,not_fully_electric,Korean,"May, 2021","October, 2022"
Hyundai,Santa Fe,36_20,2018,7,Korea,White,2015,Estate,8375,2.2,Automatic,Diesel,23600,7,5,Hadhramout,body_damage,2019.0,10.0,sold,15.0,not_fully_electric,Korean,"July, 2018","October, 2019"
Hyundai,Tucson,36_24,2021,5,Korea,Red,2019,SUV,7895,1.6,Automatic,Petrol,23600,5,5,Aden,clean,2022.0,5.0,sold,12.0,not_fully_electric,Korean,"May, 2021","May, 2022"
Hyundai,Santa Fe,36_20,2018,8,Korea,Silver,2016,SUV,10834,2.2,Automatic,Diesel,22400,7,5,Sana'a,body_damage,2019.0,6.0,sold,10.0,not_fully_electric,Korean,"August, 2018","June, 2019"
Hyundai,Santa Fe,36_20,2018,8,Korea,Blue,2016,SUV,9990,2.2,Automatic,Diesel,23600,7,5,Hudaydah,clean,2019.0,4.0,sold,8.0,not_fully_electric,Korean,"August, 2018","April, 2019"
Hyundai,Santa Fe,36_20,2018,8,Korea,White,2016,Estate,8825,2.2,Automatic,Diesel,23600,7,5,Sana'a,clean,2019.0,7.0,sold,11.0,not_fully_electric,Korean,"August, 2018","July, 2019"
Hyundai,Santa Fe,36_20,2018,8,Korea,White,2015,SUV,9575,2.2,Automatic,Diesel,23600,7,5,Sana'a,body_damage,2019.0,3.0,sold,7.0,not_fully_electric,Korean,"August, 2018","March, 2019"
Jeep,Grand Cherokee,40_4,2018,8,USA,Black,2015,SUV,41000,3.0,Automatic,Diesel,21200,5,5,Aden,body_damage,,,unsold,,not_fully_electric,American,"August, 2018",
Kia,Sportage,43_13,2018,5,Korea,White,2018,SUV,5625,2.0,Manual,Diesel,23600,5,5,Aden,clean,2019.0,9.0,sold,16.0,not_fully_electric,Korean,"May, 2018","September, 2019"
Kia,Sportage,43_13,2018,5,Korea,Silver,2018,SUV,6620,2.0,Manual,Diesel,23600,5,5,Hadhramout,clean,2019.0,10.0,sold,17.0,not_fully_electric,Korean,"May, 2018","October, 2019"
Kia,Sportage,43_13,2018,3,Korea,Grey,2017,SUV,6700,1.7,Automatic,Diesel,23600,5,5,Sana'a,body_damage,2019.0,1.0,sold,10.0,not_fully_electric,Korean,"March, 2018","January, 2019"
Porsche,Panamera,71_11,2018,1,USA,Blue,2011,Hatchback,68000,3.6,Automatic,Petrol,20100,4,5,Hadhramout,clean,,,unsold,,not_fully_electric,European,"January, 2018",
Suzuki,Vitara,87_13,2018,7,USA,Turquoise,2018,SUV,6612,1.6,Automatic,Diesel,23600,5,5,Hadhramout,clean,2019.0,8.0,sold,13.0,not_fully_electric,Japanese,"July, 2018","August, 2019"
Toyota,RAV4,92_34,2018,5,USA,Black,2016,Estate,11963,2.5,Automatic,Petrol,20600,5,5,Hudaydah,frame_damage,,,unsold,,not_fully_electric,Japanese,"May, 2018",
Toyota,Prius,92_30,2018,8,USA,Red,2016,Hatchback,9500,1.8,Automatic,Hybrid  Petrol/Electric,23600,5,5,Hadhramout,body_damage,2019.0,5.0,sold,9.0,not_fully_electric,Japanese,"August, 2018","May, 2019"
Toyota,RAV4,92_34,2018,1,USA,Silver,2017,SUV,7496,2.0,Manual,Diesel,23600,5,5,Sana'a,clean,2019.0,8.0,sold,19.0,not_fully_electric,Japanese,"January, 2018","August, 2019"
Toyota,Prius,92_30,2018,4,USA,White,2017,Hatchback,3368,1.8,Automatic,Hybrid  Petrol/Electric,19400,5,5,Hadhramout,flood-damaged ,,,unsold,,not_fully_electric,Japanese,"April, 2018",
Toyota,C-HR,92_8,2017,5,USA,White,2016,SUV,3701,1.2,Automatic,Petrol,23600,5,5,Hudaydah,body_damage,2018.0,5.0,sold,12.0,not_fully_electric,Japanese,"May, 2017","May, 2018"
Toyota,Prius,92_30,2018,7,USA,White,2017,Hatchback,9002,1.8,Automatic,Hybrid  Petrol/Electric,23600,5,5,Sana'a,clean,2019.0,9.0,sold,14.0,not_fully_electric,Japanese,"July, 2018","September, 2019"
Toyota,Prius,92_30,2018,3,USA,Silver,2017,Hatchback,6000,1.8,Automatic,Hybrid  Petrol/Electric,23600,5,5,Aden,body_damage,2019.0,7.0,sold,16.0,not_fully_electric,Japanese,"March, 2018","July, 2019"
Toyota,Prius,92_30,2018,3,USA,White,2017,Hatchback,8315,1.8,Automatic,Hybrid  Petrol/Electric Plug-in,23600,5,5,Hudaydah,body_damage,2019.0,10.0,sold,19.0,not_fully_electric,Japanese,"March, 2018","October, 2019"
Toyota,C-HR,92_8,2018,8,USA,Blue,2017,SUV,8695,1.2,Manual,Petrol,23600,5,5,Hadhramout,clean,2019.0,2.0,sold,6.0,not_fully_electric,Japanese,"August, 2018","February, 2019"
Toyota,Prius,92_30,2018,6,USA,Silver,2017,Hatchback,10572,1.8,Automatic,Hybrid  Petrol/Electric,22400,5,5,Hudaydah,body_damage,2019.0,5.0,sold,11.0,not_fully_electric,Japanese,"June, 2018","May, 2019"
Toyota,Prius,92_30,2018,8,USA,Grey,2017,Hatchback,14307,1.8,Automatic,Hybrid  Petrol/Electric,22400,5,5,Hadhramout,body_damage,2019.0,7.0,sold,11.0,not_fully_electric,Japanese,"August, 2018","July, 2019"
Toyota,Prius,92_30,2018,2,USA,Grey,2017,Hatchback,12232,1.8,Automatic,Hybrid  Petrol/Electric,22400,5,5,Hudaydah,clean,2019.0,9.0,sold,19.0,not_fully_electric,Japanese,"February, 2018","September, 2019"
Toyota,Prius,92_30,2018,7,USA,Grey,2017,Hatchback,13084,1.8,Automatic,Hybrid  Petrol/Electric,22400,5,5,Aden,body_damage,2019.0,11.0,sold,16.0,not_fully_electric,Japanese,"July, 2018","November, 2019"
Toyota,Prius,92_30,2018,1,USA,White,2017,Hatchback,8569,2.0,Automatic,Hybrid  Petrol/Electric,23600,4,5,Hadhramout,body_damage,2019.0,3.0,sold,14.0,not_fully_electric,Japanese,"January, 2018","March, 2019"
Toyota,Prius,92_30,2018,7,USA,Red,2017,Hatchback,8087,1.8,Automatic,Hybrid  Petrol/Electric,23600,5,5,Sana'a,body_damage,2019.0,11.0,sold,16.0,not_fully_electric,Japanese,"July, 2018","November, 2019"
Toyota,C-HR,92_8,2018,8,USA,Silver,2017,SUV,8591,1.2,Manual,Petrol,23600,5,5,Sana'a,body_damage,2019.0,6.0,sold,10.0,not_fully_electric,Japanese,"August, 2018","June, 2019"
